17.406,24.55,693.8
6.2152,70.435,1502.6
40.666,77.461,1983.6
46.306,82.265,2135.2
20.267,80.619,1840.2
86.955,25.377,1403.3
59.794,80.05,2222.5
2.3014,62.971,1310.9
89.943,23.15,1388.9
45.295,38.108,1252.9
5.8026,45.32,997.07
10.627,50.056,1127.7
99.843,54.057,2115.4
86.633,34.515,1583.9
61.521,29.143,1220.2
2.6944,70.353,1466.7
32.252,93.408,2226.8
46.378,59.417,1683.6
9.9017,59.309,1317.2
57.099,73.873,2074.5
32.588,37.264,1100.4
45.049,45.327,1386.5
57.784,50.938,1625.4
7.4844,92.871,1965.9
5.7343,45.079,985.05
30.096,63.743,1604.2
52.172,45.936,1468.2
56.188,55.377,1701.5
24.155,4.1233,360.32
91.272,80.22,2556
82.573,67.151,2209.2
44.455,20.033,870.18
98.206,1.4586,1037.6
57.827,76.317,2144.3
23.442,56.751,1401.3
81.059,65.421,2146.3
45.127,63.474,1757.8
24.997,73.433,1740.9
95.544,88.733,2757.8
14.265,66.591,1499.8
51.256,12.067,789.51
97.193,71.374,2439.2
64.832,44.723,1576.5
61.467,64.098,1934.1
46.965,64.89,1805.3
57.778,67.838,1968
91.131,5.8828,1056.4
37.622,22.395,858.67
22.876,16.798,596.38
42.352,92.853,2305
27.36,51.523,1331.3
44.457,67.336,1828.8
62.752,66.78,1987.4
53.464,8.1461,729.18
38.544,22.507,861.78
87.345,28.419,1474.6
30.035,91.376,2153
40.003,22.91,881.95
51.772,24.862,1046.1
6.1825,67.629,1440
23.137,64.849,1564.9
11.849,70.368,1558.4
9.878,83.71,1801.3
89.028,72.73,2373.1
3.3389,1.9434,92.267
83.903,58.375,2036.5
50.727,92.088,2389.9
11.372,9.1678,328.61
49.045,55.456,1624.4
59.944,93.08,2492.7
9.0216,19.945,522.77
97.822,52.532,2052.2
65.302,12.674,939.13
46.113,74.873,1995.7
86.376,31.467,1524.2
26.283,18.717,665.67
82.396,98.04,2809.7
32.898,71.283,1785
94.13,82.565,2617.5
24.411,68.322,1638.9
95.711,68.94,2363.8
51.082,53.088,1602.3
56.458,18.885,974.61
99.372,49.302,2007.6
77.098,55.954,1920.4
31.38,82.828,1991.8
5.7873,20.287,498.62
4.4074,52.775,1124.6
81.294,80.781,2457.2
41.207,35.51,1153.1
38.416,54.776,1514.1
52.313,71.744,1984
89.215,20.251,1327.3
40.592,64.376,1720.5
60.439,0.0089016,629.13
9.4804,51.318,1151
33.598,56.983,1504.8
14.484,0.70367,188.71
24.488,89.247,2054.7
37.897,83.319,2072.8
27.032,77.517,1852.3
21.56,78.814,1825.3
63.373,37.363,1409.6
79.972,15.231,1144.3
20.851,35.226,937.95
89.626,64.51,2209.7
74.571,93.194,2647.8
53.639,9.3321,748.39
96.997,73.878,2476.6
56.488,5.5267,700.46
21.769,75.716,1756.1
85.776,46.349,1810.9
86.2,4.5004,981.19
31.33,84.203,2025.1
32.698,16.471,690.74
84.001,11.507,1098.1
49.253,27.156,1072
5.1902,31.439,706.56
77.802,60.609,2012.4
42.667,67.747,1813.1
27.996,98.764,2291.8
33.351,99.326,2348.9
36.694,75.754,1918.2
79.479,27.506,1373.7
3.8691,95.401,1973.6
72.667,41.108,1572.6
87.268,21.662,1341.3
28.581,62.913,1567.6
65.685,1.4869,714.96
23.189,4.33,344.59
62.195,18.026,1008.6
7.5124,20.047,504.64
96.676,71.936,2436.2
60.997,44.287,1526.9
38.372,84.549,2100.5
3.057,38.979,841.85
85.757,83.755,2565.2
60.354,74.842,2129.7
84.784,58.386,2044.4
50.462,16.057,849.72
0.79108,52.884,1097.1
91.907,46.267,1882.6
41.07,37.954,1203.5
73.237,9.323,948.25
15.111,25.915,702.28
81.523,33.584,1517.8
90.96,37.511,1692.7
77.794,14.626,1101.1
75.712,31.677,1420.7
40.52,28.123,1005.6
70.19,82.012,2372.8
56.546,34.209,1282.8
58.474,87.2,2362.6
34.491,26.803,917.61
70.423,77.543,2284.3
16.086,60.921,1412.4
0.15139,1.7969,67.78
56.2,70.151,1992.6
54.648,1.5752,607.48
55.083,68.389,1951.6
69.454,87.79,2476.6
92.749,43.181,1829
94.421,63.134,2246.3
90.326,58.604,2101.7
60.411,22.741,1087.2
92.621,78.465,2527.8
11.695,28.764,724.23
34.08,92.438,2226.5
3.673,29.848,663.32
53.837,53.63,1648.9
73.723,33.365,1430.3
18.122,23.729,686.21
42.625,54.524,1548.3
9.8168,10.769,338.7
30.322,13.716,607.83
78.012,9.4427,997.65
53.696,31.088,1193
76.907,81.264,2427.1
63.894,51.356,1705.3
89.315,86.648,2661.1
6.069,98.049,2052.2
17.577,32.665,849.48
41.633,21.962,884.91
73.979,51.822,1802.4
89.295,35.301,1640.9
2.5853,85.948,1775.2
13.756,26.002,689.48
42.409,84.372,2143.5
76.457,58.28,1959.6
52.444,71.941,1984.1
75.448,34.352,1482
16.98,0.92739,220.14
67.273,19.245,1083.6
61.865,50.739,1662.3
0.68461,2.4242,93.299
74.023,55.004,1871.1
99.174,27.618,1575
12.818,69.624,1549
36.058,88.135,2145.7
19.107,2.4681,266.89
71.44,34.121,1422.5
17.787,42.141,1051
98.685,8.0011,1177.6
1.6999,7.9354,204.8
3.9796,7.2376,218.2
80.433,90.034,2633.3
85.979,96.931,2829.6
56.625,39.131,1374.5
75.411,31.359,1406.4
51.951,55.331,1654.7
58.59,79.205,2204.1
19.073,79.831,1818.3
50.344,86.326,2261.4
5.0915,79.796,1673.3
5.6096,0.63764,95.41
33.52,91.99,2207.9
63.09,1.7962,699.06
89.198,2.9416,974.18
67.34,71.145,2118.8
68.527,53.841,1797.2
69.574,52.459,1774.8
79.983,50.224,1833.5
66.061,6.5672,823.84
51.994,23.004,1009.5
33.174,11.704,596.88
93.417,98.977,2946.1
24.648,7.0516,409.43
51.121,6.0024,661.33
74.032,66.158,2093.3
25.417,34.406,974.3
84.558,12.851,1134.1
53.815,63.714,1836.2
91.014,74.649,2433.8
35.071,80.527,1986.2
93.532,26.903,1501.6
92.772,43.398,1826.2
58.77,40.181,1426.1
10.176,60.814,1350.4
36.688,77.009,1938.4
27.585,94.112,2181
26.61,13.146,559.58
22.654,25.572,773.85
0.13208,37.831,777.36
89.301,99.374,2912.8
